,date,country,title,label,views,description,attributes,classify_text
285,2023-02,Mexico,Constitución_Política_de_los_Estados_Unidos_Mexicanos,Political Constitution of Mexico,18454,supreme law of Mexico,constitution,supreme law mexico
286,2023-02,Chile,Club_Social_y_Deportivo_Colo-Colo,Club Social y Deportivo Colo Colo,18449,"Chilean football club based in Macul, Santiago",association football club,chilean football club based macul santiago
287,2023-02,Mexico,YouTube,YouTube,18442,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
291,2023-02,Mexico,YouTube,YouTube,18371,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
296,2023-02,Mexico,Ant-Man_and_the_Wasp:_Quantumania,Ant-Man and the Wasp: Quantumania,18198,2023 film directed by Peyton Reed,film,2023 film directed peyton reed
297,2023-02,Colombia,Paris_Saint-Germain_Football_Club,Paris Saint-Germain FC,18192,"association football club in Paris, France",association football club,association football club paris france
299,2023-02,Mexico,Super_Bowl_LVI,Super Bowl LVI,18148,NFL championship game in 2022,Super Bowl,nfl championship game 2022
301,2023-02,Mexico,Premier_League,Premier League,18096,English men's association top football league,association football league,english men association top football league
302,2023-02,United States,Universo,Universe,18069,"totality consisting of space, time, matter and energy",universe,totality consisting space time matter energy
303,2023-02,Chile,Fútbol_Club_Barcelona,Futbol Club Barcelona,18051,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
304,2023-02,Colombia,Superliga_de_Colombia,Superliga Colombiana,18030,football tournament,national association football super cup,football tournament
305,2023-02,Peru,Fútbol_Club_Barcelona,Futbol Club Barcelona,17990,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
307,2023-02,Argentina,Real_Madrid_Club_de_Fútbol,Real Madrid Club de Fútbol,17922,"association football club in Madrid, Spain",None,association football club madrid spain
309,2023-02,Argentina,Manchester_City_Football_Club,Manchester City F.C.,17893,"association football club in Manchester, England",association football club,association football club manchester england
311,2023-02,Spain,Jueves_Lardero,Fat Thursday,17737,"traditional Christian feast marking the last Thursday before Lent, associated with the celebration of Carnival",holiday,traditional christian feast marking last thursday lent associated celebration carnival
312,2023-02,Mexico,Genaro_García_Luna,Genaro García Luna,17663,Mexican politician,None,mexican politician
314,2023-02,Colombia,Paris_Saint-Germain_Football_Club,Paris Saint-Germain FC,17651,"association football club in Paris, France",association football club,association football club paris france
315,2023-02,Spain,Turquía,Turkey,17635,country in West Asia and Southeast Europe,sovereign state,country west asia southeast europe
317,2023-02,Mexico,Società_Sportiva_Calcio_Napoli,SSC Napoli,17577,Italian professional football club based in Naples,association football club,italian professional football club based naples
318,2023-02,Spain,YouTube,YouTube,17575,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
319,2023-02,Mexico,Terremoto_de_México_de_1985,1985 Mexico City earthquake,17508,"September 19th, 1985 earthquake in Mexico City, Mexico",None,september 19th 1985 earthquake mexico city mexico
320,2023-02,United States,Galaxia,galaxy,17500,large gravitationally bound system of stars and interstellar matter,Q17444909,large gravitationally bound system stars interstellar matter
321,2023-02,Mexico,Super_Bowl,Super Bowl,17477,National Football League championship game,championship,national football league championship game
322,2023-02,Peru,Premier_League,Premier League,17463,English men's association top football league,association football league,english men association top football league
323,2023-02,Mexico,Ant-Man_and_the_Wasp:_Quantumania,Ant-Man and the Wasp: Quantumania,17455,2023 film directed by Peyton Reed,film,2023 film directed peyton reed
324,2023-02,Argentina,Liverpool_Football_Club,Liverpool F.C.,17445,"association football club in Liverpool, England",association football club,association football club liverpool england
325,2023-02,Mexico,YouTube,YouTube,17433,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
326,2023-02,Mexico,YouTube,YouTube,17404,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
327,2023-02,Spain,Alejandro_Garnacho,Alejandro Garnacho,17371,Spanish association football player,None,spanish association football player
328,2023-02,Ecuador,Campeonato_Sudamericano_de_Fútbol_Sub-20_de_2023,2023 South American U-20,17365,international football competition,sports competition,international football competition
329,2023-02,Spain,YouTube,YouTube,17329,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
330,2023-02,Mexico,Escudo_Nacional_de_México,Mexican coat of arms,17285,national coat of arms of Mexico,national coat of arms,national coat arms mexico
331,2023-02,Colombia,Selección_de_fútbol_sub-20_de_Colombia,Colombia national under-20 football team,17261,national association football team,national association football team,national association football team
332,2023-02,Colombia,Manchester_City_Football_Club,Manchester City F.C.,17208,"association football club in Manchester, England",association football club,association football club manchester england
334,2023-02,Peru,Società_Sportiva_Calcio_Napoli,SSC Napoli,17137,Italian professional football club based in Naples,association football club,italian professional football club based naples
335,2023-02,Peru,Manchester_City_Football_Club,Manchester City F.C.,17027,"association football club in Manchester, England",association football club,association football club manchester england
336,2023-02,United States,Galaxia,galaxy,17010,large gravitationally bound system of stars and interstellar matter,Q17444909,large gravitationally bound system stars interstellar matter
337,2023-02,Chile,1810_(reality_show),1810,16984,No description found,television program,description found
338,2023-02,Mexico,Barbadense,Barbados,16945,island nation in the Caribbean,Commonwealth realm,island nation caribbean
339,2023-02,Mexico,YouTube,YouTube,16915,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
340,2023-02,Colombia,Super_Bowl,Super Bowl,16912,National Football League championship game,championship,national football league championship game
341,2023-02,Argentina,Club_Atlético_Talleres_(Córdoba),Talleres de Córdoba,16893,sports club in Argentina,association football club,sports club argentina
342,2023-02,Mexico,YouTube,YouTube,16892,American video-sharing platform owned by Alphabet Inc.,None,american video sharing platform owned alphabet inc
343,2023-02,Mexico,La_ballena_(película_de_2022),The Whale,16886,2022 film directed by Darren Aronofsky,film,2022 film directed darren aronofsky
344,2023-02,Mexico,Bandera_de_México,flag of Mexico,16836,national flag of the United Mexican States,national flag,national flag united mexican states
345,2023-02,Spain,Turquía,Turkey,16825,country in West Asia and Southeast Europe,sovereign state,country west asia southeast europe
348,2023-02,Argentina,Mesopotamia,Mesopotamia,16716,historical region within the Tigris–Euphrates river system,cultural landscape,historical region within tigris–euphrates river system
349,2023-02,Spain,Cría_cuervos,Raise Ravens,16675,1976 Spanish film directed by Carlos Saura,film,1976 spanish film directed carlos saura
350,2023-02,Chile,Festival_Internacional_de_la_Canción_de_Viña_del_Mar,Viña del Mar International Song Festival,16666,"music festival in Viña del Mar, Chile",music festival,music festival viña del mar chile
352,2023-02,Argentina,Lionel_Andrés_Messi,Lionel Messi,16624,Argentine association football player (born 1987),None,argentine association football player born 1987
353,2023-02,Spain,Copa_Mundial_de_Clubes_de_la_FIFA,FIFA Club World Cup,16596,association football tournament for clubs,None,association football tournament clubs
354,2023-02,Ecuador,Paris_Saint-Germain_Football_Club,Paris Saint-Germain FC,16580,"association football club in Paris, France",association football club,association football club paris france
358,2023-02,United States,Super_Bowl,Super Bowl,16439,National Football League championship game,championship,national football league championship game
359,2023-02,Chile,Olympique_de_Marsella,Olympique de Marseille,16426,"association football club in Marseille, France",association football club,association football club marseille france
360,2023-02,Mexico,Meteorito,meteorite,16418,piece of solid matter from outer space that has impacted the Earth,None,piece solid matter outer space impacted earth
362,2023-02,Mexico,El_amor_invencible,El amor invencible,16351,Mexican telenovela,television series,mexican telenovela
363,2023-02,Argentina,Copa_Mundial_de_Clubes_de_la_FIFA,FIFA Club World Cup,16329,association football tournament for clubs,None,association football tournament clubs
365,2023-02,Argentina,Paris_Saint-Germain_Football_Club,Paris Saint-Germain FC,16265,"association football club in Paris, France",association football club,association football club paris france
366,2023-02,Chile,Premier_League,Premier League,16228,English men's association top football league,association football league,english men association top football league
367,2023-02,Spain,Fútbol_Club_Barcelona,Futbol Club Barcelona,16205,"multisports club in Barcelona, Spain",professional sports team,multisports club barcelona spain
368,2023-02,Argentina,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,16115,European association football tournament,None,european association football tournament
369,2023-02,Peru,Premio_The_Best_FIFA,The Best FIFA Football Awards,16055,international football awards,group of awards,international football awards
370,2023-02,Spain,Copa_del_Rey_de_baloncesto,Copa del Rey de Baloncesto,16003,Spanish basketball competition,sports competition,spanish basketball competition
372,2023-02,Mexico,Día_de_San_Valentín,Valentine's Day,15856,holiday observed on February 14 to celebrate love and friendship,holiday,holiday observed february 14 celebrate love friendship
373,2023-02,Argentina,Manchester_United_Football_Club,Manchester United F.C.,15842,"association football club in Manchester, England",association football club,association football club manchester england
374,2023-02,Argentina,Premier_League,Premier League,15775,English men's association top football league,association football league,english men association top football league
